
2008-07-08 13:33:39 Debug: Notice (8): Undefined variable: lang_list in [APP\tmp\cache\views\cake___chapters___twitter_twitterfish_testc_3.php, line 63]
2008-07-19 18:40:01 Debug: Notice (8): Undefined variable: request_handler in [APP\controllers\mf_search_process_controller.php, line 17]
2008-07-19 18:41:22 Debug: Notice (8): Undefined property:  MfSearchProcessController::$request_handler in [APP\controllers\mf_search_process_controller.php, line 17]
2008-07-20 01:11:09 Debug: Notice (8): Undefined index:  subject in [APP\views\mf_fetch_list\index.ctp, line 6]
2008-07-20 01:12:05 Debug: Notice (8): Undefined index:  subject in [APP\views\mf_fetch_list\index.ctp, line 6]
2008-07-20 01:12:50 Debug: Notice (8): Undefined index:  subject in [APP\views\mf_fetch_list\index.ctp, line 6]
2008-07-21 12:05:43 Debug: Notice (8): Undefined variable: result in [APP\controllers\mf_fetch_post_controller.php, line 18]
2008-07-21 12:05:53 Debug: Notice (8): Undefined variable: result in [APP\controllers\mf_fetch_post_controller.php, line 18]
2008-07-21 12:06:24 Debug: Notice (8): Undefined variable: result in [APP\controllers\mf_fetch_post_controller.php, line 25]
2008-07-21 12:06:57 Debug: Notice (8): Undefined variable: result in [APP\controllers\mf_fetch_post_controller.php, line 25]
2008-07-21 12:07:09 Debug: Notice (8): Undefined variable: result in [APP\controllers\mf_fetch_post_controller.php, line 25]
2008-07-21 12:07:36 Debug: Notice (8): Undefined variable: result in [APP\controllers\mf_fetch_post_controller.php, line 25]
2008-07-21 12:07:55 Debug: Notice (8): Undefined variable: result in [APP\controllers\mf_fetch_post_controller.php, line 25]
2008-07-21 12:08:01 Debug: Notice (8): Undefined variable: result in [APP\controllers\mf_fetch_post_controller.php, line 25]
2008-07-21 12:12:48 Debug: Notice (8): Undefined variable: javascript in [APP\controllers\mf_fetch_post_controller.php, line 21]
2008-07-21 12:14:29 Debug: Notice (8): Undefined variable: javascript in [APP\controllers\mf_fetch_post_controller.php, line 21]
2008-07-21 12:15:05 Debug: Notice (8): Undefined variable: javascript in [APP\controllers\mf_fetch_post_controller.php, line 21]
2008-07-21 12:17:19 Debug: Notice (8): Undefined variable: javascript in [APP\controllers\mf_fetch_post_controller.php, line 21]
2008-07-21 12:17:46 Debug: Notice (8): Undefined variable: javascript in [APP\controllers\mf_fetch_post_controller.php, line 21]
2008-07-21 12:18:36 Debug: Notice (8): Undefined property:  MfFetchPostController::$javascript in [APP\controllers\mf_fetch_post_controller.php, line 21]
2008-07-21 12:18:46 Debug: Notice (8): Undefined property:  MfFetchPostController::$Js in [APP\controllers\mf_fetch_post_controller.php, line 21]
2008-07-22 00:45:58 Debug: Notice (8): Undefined property:  MfFetchListController::$Thread in [APP\controllers\mf_fetch_list_controller.php, line 17]
2008-07-22 01:15:42 Debug: Notice (8): Undefined index:  subject in [APP\views\mf_fetch_list\index.ctp, line 59]
2008-07-22 01:15:42 Debug: Notice (8): Undefined index:  email in [APP\views\mf_fetch_list\index.ctp, line 60]
2008-07-22 01:15:42 Debug: Notice (8): Undefined index:  id in [APP\views\mf_fetch_list\index.ctp, line 64]
2008-07-22 01:15:42 Debug: Notice (8): Undefined index:  message in [APP\views\mf_fetch_list\index.ctp, line 67]
2008-07-22 01:16:11 Debug: Notice (8): Undefined index:  subject in [APP\views\mf_fetch_list\index.ctp, line 59]
2008-07-22 01:16:11 Debug: Notice (8): Undefined index:  email in [APP\views\mf_fetch_list\index.ctp, line 60]
2008-07-22 01:16:11 Debug: Notice (8): Undefined index:  id in [APP\views\mf_fetch_list\index.ctp, line 64]
2008-07-22 01:16:11 Debug: Notice (8): Undefined index:  message in [APP\views\mf_fetch_list\index.ctp, line 67]
2008-07-22 18:50:57 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\router.php, line 918]
2008-07-22 18:50:57 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\router.php, line 1051]
2008-07-22 18:51:39 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\router.php, line 918]
2008-07-22 18:51:39 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\router.php, line 1051]
2008-07-22 18:56:26 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\router.php, line 918]
2008-07-22 18:56:26 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\router.php, line 1051]
2008-07-22 22:40:31 Debug: Notice (8): Undefined variable: result in [APP\views\mf_post_process\json\index.ctp, line 2]
2008-07-22 23:58:06 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:04:28 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:05:04 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:06:14 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:06:28 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:06:49 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:07:22 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:07:59 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:10:33 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:16:00 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:16:23 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 00:16:40 Debug: Notice (8): Undefined variable: xxx in [APP\views\mf_post_process\index.ctp, line 3]
2008-07-23 01:46:13 Debug: Notice (8): Undefined variable: result in [APP\views\mf_post_process\index.ctp, line 2]
2008-07-23 01:46:31 Debug: Notice (8): Undefined variable: result in [APP\views\mf_post_process\index.ctp, line 2]
2008-07-23 02:27:36 Debug: Notice (8): Use of undefined constant id - assumed 'id' in [APP\views\elements\post_form.ctp, line 110]
2008-07-23 16:34:55 Debug: Notice (8): Undefined index:  thread_id in [APP\controllers\mf_post_process_controller.php, line 28]
2008-07-23 16:35:21 Debug: Notice (8): Undefined index:  thread_id in [APP\controllers\mf_post_process_controller.php, line 28]
2008-07-23 17:03:04 Debug: Notice (8): Undefined variable: temp_posts in [APP\controllers\mf_fetch_posts_controller.php, line 35]
2008-07-23 17:03:04 Debug: Notice (8): Undefined variable: temp_posts in [APP\controllers\mf_fetch_posts_controller.php, line 36]
2008-07-23 17:03:16 Debug: Notice (8): Undefined variable: temp_posts in [APP\controllers\mf_fetch_posts_controller.php, line 35]
2008-07-23 17:05:10 Debug: Notice (8): Undefined variable: temp_posts in [APP\controllers\mf_fetch_posts_controller.php, line 41]
2008-07-23 17:10:02 Debug: Notice (8): Undefined variable: post in [APP\controllers\mf_fetch_posts_controller.php, line 49]
2008-07-23 17:22:34 Debug: Notice (8): Undefined offset:  1 in [APP\controllers\mf_fetch_posts_controller.php, line 59]
2008-07-23 17:31:41 Debug: Notice (8): Undefined index:  indent in [APP\views\mf_fetch_posts\index.ctp, line 45]
2008-07-23 21:09:49 Debug: Notice (8): Undefined variable: messages in [APP\views\mf_search_process\index.ctp, line 2]
2008-07-23 21:09:53 Debug: Notice (8): Undefined variable: messages in [APP\views\mf_search_process\index.ctp, line 2]
2008-07-23 21:09:53 Debug: Notice (8): Undefined variable: messages in [APP\views\mf_search_process\index.ctp, line 2]
2008-07-23 21:10:38 Debug: Notice (8): Undefined variable: messages in [APP\views\mf_search_process\index.ctp, line 2]
2008-07-23 21:12:22 Debug: Notice (8): Undefined variable: thread_id in [APP\controllers\mf_search_process_controller.php, line 16]
2008-07-23 21:12:23 Debug: Notice (8): Undefined variable: messages in [APP\views\mf_search_process\index.ctp, line 2]
2008-07-23 21:12:42 Debug: Notice (8): Undefined variable: messages in [APP\views\mf_search_process\index.ctp, line 2]
2008-07-23 22:06:50 Debug: Notice (8): Undefined variable: paginator in [APP\views\mf_search_form\index.ctp, line 42]
2008-07-23 22:06:51 Debug: Notice (8): Undefined variable: paginator in [APP\views\mf_search_form\index.ctp, line 42]
2008-07-23 22:08:02 Debug: Notice (8): Undefined variable: paginator in [APP\views\mf_search_form\index.ctp, line 42]
2008-07-23 22:10:15 Debug: Notice (8): Undefined variable: paginator in [APP\views\mf_search_form\index.ctp, line 42]
2008-07-23 22:10:15 Debug: Notice (8): Undefined variable: paginator in [APP\views\mf_search_form\index.ctp, line 42]
2008-07-23 22:11:16 Debug: Notice (8): Undefined variable: paginator in [APP\views\mf_search_form\index.ctp, line 42]
2008-07-23 22:14:10 Debug: Notice (8): Undefined variable: paginator in [APP\views\mf_search_form\index.ctp, line 42]
2008-07-24 00:23:31 Debug: Notice (8): Undefined variable: post_id in [APP\views\mf_fetch_threads\index.ctp, line 69]
2008-07-24 00:23:31 Debug: Notice (8): Undefined variable: thread_id in [APP\views\mf_fetch_threads\index.ctp, line 69]
2008-07-24 10:34:26 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-24 10:40:03 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\model\datasources\dbo_source.php, line 1806]
2008-07-24 10:47:29 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-24 11:13:14 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-24 11:18:38 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-24 13:44:47 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-24 13:55:13 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-24 14:23:46 Debug: Notice (8): Undefined variable: result in [APP\views\mf_post_form\index.ctp, line 2]
2008-07-24 14:36:20 Debug: Notice (8): Undefined index:  noform in [APP\controllers\mf_post_form_controller.php, line 28]
2008-07-24 17:43:50 Debug: Notice (8): unserialize() [<a href='http://php.net/function.unserialize'>function.unserialize</a>]: Error at offset 0 of 1265 bytes in [CORE\cake\libs\cache\file.php, line 184]
2008-07-24 17:55:59 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-24 18:01:01 Debug: Notice (8): Undefined variable: paginator in [APP\views\mf_search_process\index.ctp, line 44]
2008-07-24 18:08:55 Debug: Notice (8): Undefined property:  MfSearchProcessController::$Search in [APP\controllers\mf_search_process_controller.php, line 16]
2008-07-24 18:26:37 Debug: Notice (8): Undefined variable: posts in [APP\controllers\mf_search_process_controller.php, line 52]
2008-07-24 18:26:38 Debug: Notice (8): Undefined variable: paginator in [APP\views\mf_search_process\index.ctp, line 52]
2008-07-24 18:27:18 Debug: Notice (8): Undefined variable: paginator in [APP\views\mf_search_process\index.ctp, line 52]
2008-07-24 18:40:05 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\model\datasources\dbo_source.php, line 1806]
2008-07-25 00:44:01 Debug: Notice (8): Use of undefined constant threads - assumed 'threads' in [APP\controllers\mf_fetch_threads_controller.php, line 23]
2008-07-25 01:24:23 Debug: Notice (8): Undefined index:  id in [APP\controllers\mf_fetch_posts_controller.php, line 60]
2008-07-25 01:24:23 Debug: Notice (8): Undefined index:  subject in [APP\views\mf_fetch_posts\index.ctp, line 50]
2008-07-25 01:24:23 Debug: Notice (8): Undefined index:  email in [APP\views\mf_fetch_posts\index.ctp, line 51]
2008-07-25 01:24:23 Debug: Notice (8): Undefined index:  id in [APP\views\mf_fetch_posts\index.ctp, line 55]
2008-07-25 01:24:23 Debug: Notice (8): Undefined index:  thread_id in [APP\views\mf_fetch_posts\index.ctp, line 56]
2008-07-25 01:24:23 Debug: Notice (8): Undefined index:  message in [APP\views\mf_fetch_posts\index.ctp, line 59]
2008-07-25 01:24:42 Debug: Notice (8): Undefined index:  id in [APP\controllers\mf_fetch_posts_controller.php, line 60]
2008-07-25 01:24:42 Debug: Notice (8): Undefined index:  subject in [APP\views\mf_fetch_posts\index.ctp, line 50]
2008-07-25 01:24:42 Debug: Notice (8): Undefined index:  email in [APP\views\mf_fetch_posts\index.ctp, line 51]
2008-07-25 01:24:42 Debug: Notice (8): Undefined index:  id in [APP\views\mf_fetch_posts\index.ctp, line 55]
2008-07-25 01:24:42 Debug: Notice (8): Undefined index:  thread_id in [APP\views\mf_fetch_posts\index.ctp, line 56]
2008-07-25 01:24:42 Debug: Notice (8): Undefined index:  message in [APP\views\mf_fetch_posts\index.ctp, line 59]
2008-07-25 01:25:00 Debug: Notice (8): Undefined index:  id in [APP\controllers\mf_fetch_posts_controller.php, line 60]
2008-07-25 01:25:00 Debug: Notice (8): Undefined index:  subject in [APP\views\mf_fetch_posts\index.ctp, line 50]
2008-07-25 01:25:00 Debug: Notice (8): Undefined index:  email in [APP\views\mf_fetch_posts\index.ctp, line 51]
2008-07-25 01:25:00 Debug: Notice (8): Undefined index:  id in [APP\views\mf_fetch_posts\index.ctp, line 55]
2008-07-25 01:25:00 Debug: Notice (8): Undefined index:  thread_id in [APP\views\mf_fetch_posts\index.ctp, line 56]
2008-07-25 01:25:00 Debug: Notice (8): Undefined index:  message in [APP\views\mf_fetch_posts\index.ctp, line 59]
2008-07-25 01:26:59 Debug: Notice (8): Undefined variable: threads in [APP\controllers\mf_fetch_posts_controller.php, line 30]
2008-07-25 01:27:15 Debug: Notice (8): Undefined variable: threads in [APP\controllers\mf_fetch_posts_controller.php, line 30]
2008-07-25 01:39:13 Debug: Notice (8): Undefined variable: indent in [APP\views\mf_fetch_post\index.ctp, line 5]
2008-07-25 01:39:13 Debug: Notice (8): Undefined variable: current_message in [APP\views\mf_fetch_post\index.ctp, line 8]
2008-07-25 01:39:13 Debug: Notice (8): Undefined variable: current_message in [APP\views\mf_fetch_post\index.ctp, line 9]
2008-07-25 01:39:13 Debug: Notice (8): Undefined variable: current_message in [APP\views\mf_fetch_post\index.ctp, line 13]
2008-07-25 01:39:13 Debug: Notice (8): Undefined variable: current_message in [APP\views\mf_fetch_post\index.ctp, line 14]
2008-07-25 01:39:13 Debug: Notice (8): Undefined variable: current_message in [APP\views\mf_fetch_post\index.ctp, line 17]
2008-07-25 01:39:42 Debug: Notice (8): Undefined variable: indent in [APP\views\mf_fetch_post\index.ctp, line 7]
2008-07-25 01:55:09 Debug: Notice (8): Undefined property:  SessionComponent::$validationErrors in [APP\controllers\mf_search_process_controller.php, line 52]
2008-07-25 02:20:35 Debug: Notice (8): Undefined variable: result in [APP\views\mf_search_process\ajax.ctp, line 16]
2008-07-25 12:08:17 Debug: Notice (8): Undefined variable: url in [CORE\cake\libs\controller\controller.php, line 480]
2008-07-25 12:08:17 Debug: Notice (8): Undefined variable: url in [CORE\cake\libs\controller\controller.php, line 557]
2008-07-25 12:30:04 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-25 12:40:27 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-25 12:40:43 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-25 12:40:45 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-26 18:42:13 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:42:14 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:43:28 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:43:28 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:44:11 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:44:12 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:49:55 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:49:56 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:50:15 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:56:54 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:59:16 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:59:45 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 72]
2008-07-26 18:59:45 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 18:59:57 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 70]
2008-07-26 18:59:57 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 19:00:24 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 68]
2008-07-26 19:00:24 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 19:01:01 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 74]
2008-07-26 19:01:49 Debug: Notice (8): Undefined property:  MfFetchMessagesController::$temp_messges in [APP\controllers\mf_fetch_messages_controller.php, line 75]
2008-07-27 22:03:57 Debug: Notice (8): Undefined variable: messageId in [APP\controllers\mf_fetch_message_controller.php, line 17]
2008-07-27 22:03:57 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:18:29 Debug: Notice (8): Undefined property:  MfFetchMessageController::$MfFetchMessage in [APP\controllers\mf_fetch_message_controller.php, line 20]
2008-07-27 22:19:55 Debug: Notice (8): Undefined property:  MfFetchMessageController::$MfFetchMessage in [APP\controllers\mf_fetch_message_controller.php, line 22]
2008-07-27 22:20:10 Debug: Notice (8): Undefined property:  MfFetchMessageController::$MfFetchMessage in [APP\controllers\mf_fetch_message_controller.php, line 22]
2008-07-27 22:21:28 Debug: Notice (8): Undefined property:  MfFetchMessageController::$MfFetchMessage in [APP\controllers\mf_fetch_message_controller.php, line 26]
2008-07-27 22:23:02 Debug: Notice (8): Undefined property:  MfFetchMessageController::$MfFetchMessage in [APP\controllers\mf_fetch_message_controller.php, line 26]
2008-07-27 22:25:39 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:27:35 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:27:58 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:28:53 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:29:59 Debug: Notice (8): Undefined index:  search_term in [APP\controllers\mf_fetch_message_controller.php, line 26]
2008-07-27 22:29:59 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:30:57 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:31:26 Debug: Notice (8): Undefined variable: messageId in [APP\controllers\mf_fetch_message_controller.php, line 19]
2008-07-27 22:31:26 Debug: Notice (8): Undefined index:  search_term in [APP\controllers\mf_fetch_message_controller.php, line 26]
2008-07-27 22:31:26 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:31:42 Debug: Notice (8): Undefined index:  search_term in [APP\controllers\mf_fetch_message_controller.php, line 26]
2008-07-27 22:31:43 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:32:00 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:33:06 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:33:50 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:35:16 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:35:25 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 22:38:52 Debug: Notice (8): Uninitialized string offset:  0 in [APP\views\mf_fetch_message\index.ctp, line 3]
2008-07-27 23:03:01 Debug: Notice (8): Undefined variable: messageId in [APP\controllers\mf_fetch_message_controller.php, line 37]
2008-07-27 23:03:29 Debug: Notice (8): Undefined variable: messageId in [APP\controllers\mf_fetch_message_controller.php, line 37]
2008-07-27 23:03:36 Debug: Notice (8): Undefined variable: messageId in [APP\controllers\mf_fetch_message_controller.php, line 37]
2008-07-27 23:03:58 Debug: Notice (8): Undefined index:  messageId in [APP\controllers\mf_fetch_message_controller.php, line 23]
2008-07-27 23:04:57 Debug: Notice (8): Undefined variable: messageId in [APP\controllers\mf_fetch_message_controller.php, line 33]
2008-07-27 23:05:04 Debug: Notice (8): Undefined variable: messageId in [APP\controllers\mf_fetch_message_controller.php, line 33]
2008-07-27 23:06:20 Debug: Notice (8): Undefined variable: messageId in [APP\controllers\mf_fetch_message_controller.php, line 33]
2008-07-27 23:06:48 Debug: Notice (8): Undefined variable: messageId in [APP\controllers\mf_fetch_message_controller.php, line 33]
2008-07-27 23:29:43 Debug: Notice (8): Undefined variable: data in [APP\controllers\mf_fetch_message_controller.php, line 43]
2008-07-27 23:29:43 Debug: Notice (8): Undefined variable: result in [APP\views\mf_fetch_message\json\index.ctp, line 2]
2008-07-27 23:29:53 Debug: Notice (8): Undefined variable: data in [APP\controllers\mf_fetch_message_controller.php, line 43]
2008-07-27 23:29:53 Debug: Notice (8): Undefined variable: result in [APP\views\mf_fetch_message\json\index.ctp, line 2]
2008-07-27 23:31:39 Debug: Notice (8): Undefined variable: data in [APP\controllers\mf_fetch_message_controller.php, line 43]
2008-07-27 23:31:39 Debug: Notice (8): Undefined variable: result in [APP\views\mf_fetch_message\json\index.ctp, line 2]
2008-07-27 23:32:41 Debug: Notice (8): Undefined variable: data in [APP\controllers\mf_fetch_message_controller.php, line 43]
2008-07-27 23:32:41 Debug: Notice (8): Undefined variable: result in [APP\views\mf_fetch_message\json\index.ctp, line 2]
2008-07-27 23:33:38 Debug: Notice (8): Undefined variable: data in [APP\controllers\mf_fetch_message_controller.php, line 43]
2008-07-27 23:33:45 Debug: Notice (8): Undefined variable: data in [APP\controllers\mf_fetch_message_controller.php, line 43]
2008-07-27 23:37:49 Debug: Notice (8): Undefined variable: result in [APP\views\mf_fetch_message\json\index.ctp, line 2]
2008-07-28 01:08:47 Debug: Notice (8): Undefined property:  MfSearchProcessController::$Search in [APP\controllers\mf_search_process_controller.php, line 45]
2008-07-28 01:09:29 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-07-28 01:12:01 Debug: Notice (8): Undefined index:  Search in [APP\controllers\mf_search_process_controller.php, line 68]
2008-07-28 01:12:04 Debug: Notice (8): Undefined index:  Search in [APP\controllers\mf_search_process_controller.php, line 68]
2008-07-28 01:12:08 Debug: Notice (8): Undefined index:  Search in [APP\controllers\mf_search_process_controller.php, line 68]
2008-07-28 01:13:28 Debug: Notice (8): Undefined offset:  0 in [CORE\cake\libs\model\datasources\dbo_source.php, line 1783]
2008-08-06 14:12:42 Debug: Notice (8): Undefined variable: what in [APP\controllers\base_controller.php, line 20]
2008-08-06 14:13:03 Debug: Notice (8): Undefined variable: what in [APP\views\base\index.ctp, line 5]
2008-08-06 16:48:19 Debug: Notice (8): Undefined variable: tagResult in [APP\views\cake_tags.php, line 47]
2008-08-07 00:35:51 Debug: Notice (8): Undefined index:  m_lock in [APP\models\behaviors\spell.php, line 74]
2008-08-07 00:36:03 Debug: Notice (8): Undefined index:  m_lock in [APP\models\behaviors\spell.php, line 74]
2008-08-07 00:40:05 Debug: Notice (8): Undefined index:  field in [APP\models\behaviors\spell.php, line 46]
2008-08-07 00:40:05 Debug: Notice (8): Undefined index:  timestamp in [APP\models\behaviors\spell.php, line 47]
2008-08-07 00:48:15 Debug: Notice (8): Undefined variable: primary in [APP\models\behaviors\spell.php, line 69]
2008-08-07 00:52:07 Debug: Notice (8): Undefined variable: primary in [APP\models\behaviors\spell.php, line 69]
2008-08-07 00:56:09 Debug: Notice (8): Undefined variable: primary in [APP\models\behaviors\spell.php, line 59]
2008-08-07 00:57:14 Debug: Notice (8): Undefined variable: results in [APP\models\behaviors\spell.php, line 61]
2008-08-07 01:10:55 Debug: Notice (8): Undefined variable: query in [APP\models\behaviors\spell.php, line 96]
2008-08-11 13:44:51 Debug: Notice (8): Undefined variable: javascript in [APP\views\layouts\base.ctp, line 13]
2008-08-11 14:47:04 Debug: Notice (8): Undefined index:  Base in [APP\models\behaviors\magic_fields_plus.php, line 82]
2008-08-11 14:47:05 Debug: Notice (8): Undefined index:  Base in [APP\models\behaviors\magic_fields_plus.php, line 82]
2008-08-11 14:47:58 Debug: Notice (8): Undefined index:  Base in [APP\models\behaviors\magic_fields_plus.php, line 82]
2008-08-11 14:47:58 Debug: Notice (8): Undefined variable: paginator in [APP\views\your_tables\list_all_records.ctp, line 5]
2008-08-11 14:48:22 Debug: Notice (8): Undefined index:  Base in [APP\models\behaviors\magic_fields_plus.php, line 82]
2008-08-11 14:48:22 Debug: Notice (8): Undefined variable: paginator in [APP\views\your_tables\list_all_records.ctp, line 5]
2008-08-11 14:48:42 Debug: Notice (8): Undefined variable: paginator in [APP\views\your_tables\list_all_records.ctp, line 5]
2008-08-11 14:52:00 Debug: Notice (8): Undefined index:  Base in [APP\models\behaviors\magic_fields_plus.php, line 82]
2008-08-11 14:52:49 Debug: Notice (8): Undefined index:  Base in [APP\models\behaviors\magic_fields_plus.php, line 82]
2008-08-11 14:53:34 Debug: Notice (8): Undefined index:  Base in [APP\models\behaviors\magic_fields_plus.php, line 82]
2008-08-11 15:03:50 Debug: Notice (8): Undefined property:  YourTable::$_schema in [CORE\cake\libs\model\model.php, line 822]
2008-08-11 15:04:06 Debug: Notice (8): Undefined property:  YourTable::$_schema in [CORE\cake\libs\model\model.php, line 822]
2008-08-11 15:26:06 Debug: Notice (8): Undefined variable: record in [APP\models\behaviors\magic_fields_plus.php, line 103]
